age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
28,M,511,En Couple,4,false,6587 TW 79
27,M,540,En Couple,4,false,9492 GX 91
62,M,1330,En Couple,3,false,723 NL 94
21,M,420,En Couple,4,false,3681 BW 53
20,F,424,En Couple,1,false,5952 LD 81
34,M,248,En Couple,2,true,136 BL 88
21,F,422,Célibataire,0,false,2258 CV 55
18,M,190,Célibataire,0,false,1552 AC 21
32,M,1236,Célibataire,0,false,5158 RN 31
28,M,492,Célibataire,0,false,3642 ND 21
84,M,1008,En Couple,3,false,7860 PV 75
56,M,1025,En Couple,1,false,4785 WQ 36
49,M,200,En Couple,4,false,6186 ZY 76
29,M,1281,En Couple,0,false,12 LN 43
18,M,580,En Couple,3,false,5492 BH 92
83,M,510,Célibataire,0,false,4441 WL 36
39,N/D,1020,Célibataire,0,false,3429 QV 68
62,M,232,En Couple,0,false,3313 RT 76
28,Femme,1041,Célibataire,0,false,4797 ED 28
37,F,413,En Couple,1,false,1705 LP 90
42,M,597,En Couple,2,false,1074 EQ 24
62,F,705,En Couple,1,false,2380 ZV 75
33,M,467,En Couple,0,false,136 BT 12
22,M,539,En Couple,1,false,4595 VI 22
50,F,836,En Couple,0,false,9100 VY 86
25,M,196,Célibataire,0,false,6063 SJ 56
70,M,553,En Couple,2,false,2338 CY 22
38,F,245,En Couple,1,false,2859 HD 36
56,F,878,En Couple,1,false,7020 QE 15
23,M,597,En Couple,4,false,4044 GJ 73
41,M,479,En Couple,2,false,2019 NP 32
27,M,408,En Couple,2,false,1122 ZP 72
24,F,485,En Couple,1,false,429 QH 89
49,F,796,Célibataire,0,false,262 RJ 32
21,M,465,En Couple,0,false,359 CV 65
47,M,953,En Couple,1,false,8140 OA 51
31,M,191,Célibataire,0,false,6826 VZ 88
40,F,448,En Couple,2,false,8832 GT 91
23,M,726,En Couple,2,false,1193 BG 36
29,M,562,Célibataire,0,false,5786 UW 60
65,M,161,En Couple,4,true,430 WU 46
30,M,1082,En Couple,0,true,1324 PX 91
57,F,712,En Couple,3,false,5761 BT 75
25,F,894,En Couple,0,true,2048 DC 25
39,M,520,Célibataire,0,false,5795 DU 55
26,M,202,Célibataire,0,false,1836 BZ 27
51,M,587,En Couple,4,false,300 EL 79
60,F,409,En Couple,2,false,1727 VV 28
79,M,249,En Couple,1,false,1203 ET 83
77,M,1255,En Couple,0,false,6643 EQ 52
44,F,425,Célibataire,0,false,3252 FD 23
70,M,444,En Couple,3,false,4459 YZ 53
78,M,481,En Couple,4,false,1448 AE 60
21,M,524,Seule,3,false,5988 QI 78
28,M,534,En Couple,0,false,4114 PV 86
53,M,483,Célibataire,0,false,1925 YY 67
23,M,470,Célibataire,0,false,9166 QD 91
51,F,997,En Couple,4,true,3792 HZ 57
41,F,447,Célibataire,0,false,7139 PK 31
58,M,548,En Couple,2,false,1232 HR 27
62,F,1215,En Couple,4,true,735 US 65
72,M,1321,Célibataire,0,false,3739 ZH 49
25,F,898,En Couple,0,false,4511 WQ 69
62,M,1065,Seule,1,false,4512 PT 91
21,M,754,En Couple,4,false,7734 HG 37
56,F,418,Célibataire,0,false,6615 FW 45
70,M,423,Célibataire,0,false,5010 GF 38
41,M,407,Célibataire,0,false,3397 RI 84
33,M,570,Célibataire,0,false,860 PP 81
43,M,452,En Couple,0,false,7431 WM 67
58,M,884,En Couple,2,false,5542 ZB 16
35,M,1033,En Couple,1,false,4995 RG 53
61,F,231,En Couple,1,false,1820 AW 64
56,M,898,En Couple,1,false,796 JC 49
59,M,423,Célibataire,0,false,5126 DC 64
30,F,595,Célibataire,0,false,8749 QJ 31
32,M,952,En Couple,3,false,4754 DN 32
77,M,215,Célibataire,0,false,2058 KC 98
24,F,181,Célibataire,0,false,5019 GO 29
81,F,1095,En Couple,2,false,4516 CD 18
30,F,575,En Couple,3,false,8854 XA 25
35,M,576,En Couple,2,false,2867 XB 50
46,M,484,En Couple,2,false,2994 NX 20
23,F,525,En Couple,0,false,5803 SB 56
26,M,468,En Couple,0,true,7605 EV 85
73,M,1089,En Couple,3,false,6730 FX 26
20,F,582,En Couple,0,false,6067 DC 81
82,Masculin,573,En Couple,1,false,2181 AN 93
42,F,817,En Couple,1,true,2568 XD 51
54,M,429,En Couple,2,false,5984 DI 53
30,M,541,Seule,1,false,8954 CV 57
20,F,1193,En Couple,0,false,4629 JS 39
66,F,496,En Couple,0,false,3434 KD 80
29,M,189,Seule,3,false,4873 VT 52
43,M,407,Célibataire,0,false,7073 AO 81
61,F,470,Célibataire,0,false,8972 SQ 58
79,F,219,En Couple,3,true,9637 NG 44
23,M,1277,En Couple,3,false,7255 RX 51
29,M,564,En Couple,0,false,1299 QK 47
29,M,751,Célibataire,0,false,1917 CT 10
35,F,430,En Couple,2,false,5300 VS 57
24,M,937,Célibataire,0,false,5836 VR 69
37,M,479,En Couple,4,false,5258 BL 81
37,M,234,Célibataire,0,false,6667 QR 86
25,M,1002,En Couple,1,true,865 HK 29
34,M,524,Célibataire,0,false,2779 AN 54
28,M,759,Seule,3,false,9456 GJ 32
26,M,221,Célibataire,0,false,3752 AP 75
22,F,562,Seule,1,false,9463 XO 29
38,M,495,Célibataire,0,false,3479 ZP 97
51,M,548,En Couple,4,false,4049 SS 32
48,M,211,Célibataire,0,false,4567 QC 61
26,M,1031,Seule,3,false,8049 EY 21
25,M,409,En Couple,3,false,3298 DI 77
42,M,1228,En Couple,3,true,3654 NN 84
57,F,545,Célibataire,0,false,1802 GY 70
19,M,1182,Seule,3,false,7512 AU 59
20,M,562,Célibataire,0,false,8862 LY 68
56,M,1326,Célibataire,0,false,7722 RC 54
42,M,195,Célibataire,0,false,4068 NI 85
47,F,967,En Couple,1,false,792 TJ 97
66,M,516,En Couple,1,true,6734 PU 37
49,M,419,En Couple,1,false,56 SO 86
30,M,508,En Couple,4,false,2615 WB 62
49,M,157,Célibataire,0,false,7035 BS 91
28,M,561,En Couple,1,false,8981 EA 26
61,M,172,En Couple,2,false,6202 OI 83
29,M,246,En Couple,1,false,7382 XL 69
29,F,1280,En Couple,3,true,7114 EA 85
48,M,575,En Couple,0,false,3109 SX 73
23,M,578,En Couple,2,false,5210 IT 29
50,M,1153,En Couple,0,false,3043 PA 59
46,M,483,Marié(e),0,false,3090 WQ 37
32,M,880,En Couple,4,false,3248 ID 79
27,M,1329,En Couple,2,false,2660 BG 82
22,M,224,En Couple,2,true,4113 KM 22
53,F,222,Célibataire,0,false,4140 SO 78
47,M,214,En Couple,4,true,4457 BP 85
27,M,879,En Couple,0,false,4081 NA 15
29,Masculin,924,En Couple,0,false,4306 IX 18
33,F,468,Célibataire,0,false,9859 TP 25
35,M,875,Seule,1,false,7906 LH 12
51,M,167,Célibataire,0,false,8445 KX 98
29,M,825,En Couple,3,false,4681 SC 23
26,F,447,Célibataire,0,false,9746 AL 25
36,M,557,Célibataire,0,false,9951 BI 12
25,F,832,En Couple,2,false,913 OM 18
45,M,1022,En Couple,0,false,9352 PO 40
69,F,1103,En Couple,4,false,5106 FK 32
41,M,460,En Couple,4,false,9009 MO 72
84,M,1219,Célibataire,0,false,4456 UB 13
56,M,587,Célibataire,0,false,4306 KF 95
30,M,1343,En Couple,1,false,5230 TO 20
62,M,738,En Couple,3,true,2379 MK 81
56,F,189,En Couple,1,false,1228 LQ 40
37,F,470,En Couple,0,true,745 EP 16
64,M,513,En Couple,4,false,7394 BQ 81
81,F,208,En Couple,4,false,6976 LI 77
56,M,456,En Couple,2,false,2681 ZT 35
78,M,499,En Couple,2,false,319 ZD 74
41,M,1224,Célibataire,0,false,7191 QV 23
23,M,182,En Couple,0,false,641 GX 41
43,M,810,En Couple,1,true,6408 JJ 21
65,M,540,En Couple,4,false,9144 XG 14
32,M,550,En Couple,3,false,4359 WS 86
65,M,584,Célibataire,0,false,8898 CA 15
34,Masculin,440,En Couple,1,false,1349 RL 31
27,M,449,En Couple,0,true,8966 KC 38
31,M,151,En Couple,4,false,1230 DH 74
23,F,558,En Couple,3,true,4677 BJ 35
77,M,584,En Couple,4,true,4937 DK 84
20,F,442,En Couple,2,false,5835 SX 98
60,F,247,En Couple,0,false,4678 WN 83
25,M,951,Célibataire,0,false,3244 DC 97
39,F,492,En Couple,4,true,2943 BY 73
26,F,725,En Couple,2,false,2009 JI 52
23,M,553,En Couple,4,false,8521 OU 10
73,M,243,En Couple,1,false,8043 LR 75
25,F,935,En Couple,3,false,5410 JU 65
44,M,160,En Couple,2,false,9620 QU 46
32,M,540,En Couple,1,true,5554 EA 91
56,M,483,Célibataire,0,false,2307 CD 56
45,F,573,En Couple,0,false,5964 GS 43
73,F,1007,En Couple,4,false,9182 FJ 70
28,M,549,Célibataire,0,false,9739 SX 36
25,F,456,Célibataire,0,false,3046 DT 49
52,M,512,En Couple,3,false,8791 FK 43
84,M,885,En Couple,4,false,2232 NJ 48
31,M,492,En Couple,1,false,6736 ZD 25
20,M,921,En Couple,0, ,4345 KD 34
49,M,466,En Couple,0,false,7663 LH 12
42,M,485,En Couple,0,false,4903 FF 17
57,M,205,En Couple,0,false,2665 QV 51
80,M,528,En Couple,4,true,9884 BK 18
39,F,985,En Couple,1,true,5261 JY 21
34,M,233,Célibataire,0,false,4459 KS 63
73, ,447,Seule,2,false,9923 HS 58
84,F,506,En Couple,1,false,9011 QW 89
36,F,551,Célibataire,0,false,8636 UC 30
22,F,526,En Couple,4,false,969 VT 72
20,F,157,En Couple,0,false,2694 TB 13
53,M,218,En Couple,3,false,9151 AO 25
71,F,849,Marié(e),1,true,2071 ZL 76
58,F,582,Célibataire,0,false,2674 XT 92
41,M,548,En Couple,0,false,3887 LG 56
55,M,402,En Couple,4,false,7749 ON 71
37,M,520,Seule,1,false,7576 VR 90
83,F,461,En Couple,1,false,3384 DK 92
59,M,457,Célibataire,0,false,5127 UW 51
22,M,742,Célibataire,0,false,8485 KI 56
23,F,463,En Couple,2,false,7882 RR 60
40,M,596,Seule,2,false,4191 UI 39
46,M,475,En Couple,4,true,5929 OS 23
39,M,1361,En Couple,1,false,1251 QM 79
26,M,537,Célibataire,0,false,4230 OA 41
46,M,414,En Couple,0,true,7048 ZE 32
44,M,519,En Couple,0,true,367 ZP 56
41,F,248,Célibataire,0,false,4336 JA 47
29,F,1358,Célibataire,0,false,2569 ZN 82
44,F,206,Célibataire,0,false,8566 OO 43
30,M,185,Célibataire,0,false,1620 JV 20
23,M,1307,Célibataire,0,false,4592 AM 51
25,F,1305,Seule,2,false,8875 QS 23
48,M,539,En Couple,2,true,5533 FQ 88
38,F,525,En Couple,4,false,82 MJ 37
35,M,415,Célibataire,0,false,5989 ON 48
25,M,535,En Couple,3,false,808 NL 26
73,M,403,En Couple,2,true,7597 XF 90
55,M,507,Célibataire,0,false,7364 KP 83
45,M,204,Célibataire,0,false,3890 MU 35
53,F,161,Célibataire,0,false,6346 DU 34
44,M,972,En Couple,0,false,3179 QF 98
53,M,430,En Couple,3,false,9797 CP 69
79,F,1348,Seule,3,false,1192 XI 53
56,M,534,En Couple,2,true,9372 HK 29
52,M,837,Célibataire,0,false,7735 XC 53
37,M,567,En Couple,4,false,8542 ZT 26
24,M,474,Célibataire,0,false,4412 VI 19
46,F,1111,En Couple,1,false,5640 AL 38
64,M,500,Célibataire,0,false,8629 JJ 66
29,F,406,Célibataire,0,false,7979 SQ 76
27,F,214,En Couple,3,false,4030 MX 28
28,M,512,En Couple,0,false,2664 RI 42
27,F,464,Célibataire,0,false,264 KP 71
50,M,553,Célibataire,0,false,2230 BS 87
47,M,1144,En Couple,1,true,6433 AP 89
40,F,1200,En Couple,1,false,4199 LQ 10
48,M,464,En Couple,4,false,4465 GF 61
27,M,571,Célibataire,0,false,6969 ND 95
25,M,516,En Couple,1,true,3336 PQ 51
42,F,534,En Couple,1,true,3856 TC 18
80,M,831,En Couple,4,true,2947 TB 34
31,F,1142,Célibataire,0,false,7263 XN 74
59,F,790,En Couple,3,false,4438 JG 35
30,M,440,En Couple,4,false,6702 HN 71
66,M,1306,En Couple,4,false,8145 DB 13
20,M,870,En Couple,0,false,402 UT 34
18,F,513,Célibataire,0,false,1725 TP 98
30,Féminin,242,Célibataire,0,false,2377 DI 47
68,M,536,En Couple,4,false,4974 QM 83
36,F,1043,En Couple,3,false,9005 UC 23
56,M,228,En Couple,0,false,1360 AX 49
79,M,1135,Célibataire,0,false,1358 LT 12
36,M,554,En Couple,4,true,8107 SD 38
53,M,742,En Couple,1,false,7066 HZ 53
33,M,172,En Couple,4,false,3264 KW 47
59,F,184,Célibataire,0,false,1591 DH 67
55,F,747,Célibataire,0,false,7835 ZD 48
59,M,963,En Couple,1,true,3220 ZS 74
26,F,716,En Couple,1,false,5217 NQ 34
25,F,807,Célibataire,0,false,717 JK 57
27,M,1139,En Couple,3,true,5889 ZV 83
35,M,210,En Couple,4,true,310 HI 37
26,M,556,Célibataire,0,false,4469 OF 68
22,F,556,Célibataire,0,false,3773 SG 98
43,F,964,Célibataire,0,false,9503 FN 11
56,F,872,En Couple,3,false,7354 MT 72
47,M,1059,En Couple,4,false,9854 SY 24
39,F,498,En Couple,1,false,4447 KB 82
26,M,1176,En Couple,1,false,9640 DH 58
27,M,420,En Couple,3,true,7529 RY 44
28,M,810,Célibataire,0,false,7599 WO 24
25,M,1143,En Couple,2,false,8799 LE 53
45,M,976,Célibataire,0,false,9134 WS 25
46,M,876,Seule,1,false,9152 IE 38
79,F,591,En Couple,2,false,2667 CC 96
38,M,481,En Couple,4,false,9447 VF 56
19,M,565,Célibataire,0,false,3652 GX 85
40,M,1386,En Couple,0,false,616 BG 46
33,M,510,Célibataire,0,false,4564 IL 36
76,M,496,Célibataire,0,false,9313 AI 80
65,M,840,En Couple,2,true,2364 KM 69
29,M,976,En Couple,1,false,6220 EE 48
33,M,817,Célibataire,0,false,1020 FS 35
24,M,1318,En Couple,0,false,2761 NM 88
75,F,236,En Couple,1,true,1161 NR 16
70,M,508,En Couple,4,false,4726 YW 71
20,F,1358,Célibataire,0,false,6774 EC 65
73,M,1266,En Couple,0,false,552 SH 16
29,M,802,En Couple,3,false,5245 WD 31
72,M,193,En Couple,0,true,7633 YZ 71
41,F,241,Célibataire,0,false,1877 ZK 95
23,M,940,Célibataire,0,false,7354 SD 35
23,M,484,En Couple,1,true,8587 UN 42
51,M,197,Seule,2,false,8951 PH 59
83,F,935,Célibataire,0,false,74 EG 56
32,M,577,En Couple,0,true,6520 NQ 39
44,M,426,En Couple,2,false,2421 GR 81
28,M,234,En Couple,1,false,2708 ZH 69
66,M,523,En Couple,1,true,3897 DU 96
28,M,1343,Célibataire,0,false,6093 LE 67
37,M,1128,En Couple,0,false,334 LB 35
27,M,1352,En Couple,0,false,5184 IP 24
23,M,1097,Célibataire,0,false,8453 PQ 28
47,M,1093,En Couple,2,false,4 EA 74
80,M,485,En Couple,0,false,1240 SF 43
24,M,577,En Couple,3,false,2776 UR 40
24,M,490,En Couple,3,false,8158 RF 20
63,F,212,En Couple,0,true,359 JX 35
42,M,219,Marié(e),4,false,7734 YN 53
30,F,218,En Couple,0,true,773 ST 94
22,F,925,En Couple,0,false,937 YW 40
28,M,1213,Célibataire,0,false,2592 AC 35
21,M,798,En Couple,2,false,1050 TY 33
50,M,1355,En Couple,2,false,1057 JL 70
42,M,421,En Couple,2,false,4039 NL 33
44,M,232,Célibataire,0,false,1578 KV 25
19,M,967,Célibataire,0,false,8551 RF 48
43,M,470,En Couple,3,false,8552 GO 54
19,M,423,En Couple,3,true,3627 QT 60
57,M,1049,En Couple,4,false,6641 CY 85
77,F,464,En Couple,0,false,6542 XQ 25
27,F,1267,En Couple,2,false,948 XL 14
42,M,1193,Célibataire,0,false,87 SB 66
36,M,1230,En Couple,2,false,6317 JT 48
27,M,174,En Couple,1,false,2516 DH 36
53,F,403,En Couple,3,true,3247 QV 76
58,Masculin,400,Célibataire,0,false,7743 FH 40
62,M,450,En Couple,0,false,890 GT 22
83,M,1356,Célibataire,0,false,8986 AV 83
33,M,506,En Couple,4,false,7940 PI 89
28,M,492,En Couple,1,false,995 EP 46
33,F,1057,En Couple,1,false,7938 FU 43
66,F,1154,En Couple,0,false,3651 PF 35
33,M,208,Célibataire,0,false,6190 ZD 18
20,F,1009,En Couple,1,false,2680 FH 56
40,M,445,En Couple,4,false,863 FR 70
59,F,986,En Couple,2,false,6224 QR 52
29,M,209,Seule,1,false,5238 JU 16
75,F,791,En Couple,1,false,6848 LC 48
56,F,1087,En Couple,2,false,5597 EJ 63
20,M,938,En Couple,0,false,5094 LS 21
50,F,566,En Couple,1,false,1944 OD 93
36,M,592,En Couple,4,false,6972 UV 68
59,M,574,Célibataire,0,false,9141 ST 19
54,M,1360,En Couple,1,false,1254 KT 75
51,M,1377,En Couple,2,false,8669 KI 74
48,F,788,En Couple,4,true,3888 YQ 49
38,F,560,En Couple,4,false,7794 BZ 89
36,M,563,En Couple,3,true,4370 RW 91
75,F,194,En Couple,3,false,8657 BU 39
69,M,1154,Célibataire,0,false,4254 HW 36
39,M,515,En Couple,1,false,8655 ZV 37
38,M,590,Célibataire,0,false,8750 OH 38
47,M,171,En Couple,1,false,3406 VK 31
29,M,412,Célibataire,0,false,1208 HL 62
78,F,1245,En Couple,2,true,678 DL 89
19,M,429,Célibataire,0,false,4683 LG 67
51,F,492,En Couple,2,false,8430 PB 95
20,M,238,Célibataire,0,false,2545 HM 16
23,M,464,En Couple, ,false,4098 FM 96
19,M,470,En Couple,2,false,6653 CK 96
34,M,1333,En Couple,2,false,8907 VJ 76
51,M,445,En Couple,0,true,5308 OR 39
23,M,160,En Couple,0,false,7261 YU 43
57,F,805,En Couple,4,false,5829 PC 89
 ,F,236,En Couple,2,false,4242 TV 25
71,F,1045,Célibataire,0,false,6779 NP 11
53,F,425,Célibataire,0,false,8929 VI 61
57,M,462,Célibataire,0,false,9095 VA 92
50,M,1048,En Couple,4,false,3227 OB 55
60,M,499,Célibataire,0,false,5168 SY 62
71,F,505,En Couple,0,false,4905 DZ 30
50,F,1223,En Couple,4,false,1140 EX 93
66,F,1061,Célibataire,0,false,6897 EN 51
33,F,480,En Couple,4,false,7342 BN 18
30,F,400,Seule,2,?,2512 QC 38
26,M,222,En Couple,4,false,48 FG 19
22,M,922,En Couple,0,false,816 QV 41
77,M,416,Célibataire,0,false,9656 PK 77
18,M,411,En Couple,0,true,9265 TH 82
31,F,441,En Couple,2,false,5804 ST 51
77,M,1351,En Couple,2,false,1104 SA 50
26,F,451,En Couple,0,false,8223 JK 12
59,M,1230,En Couple,1,false,4484 QW 53
29,M,158,En Couple,2,false,6428 ES 65
25,M,1292,En Couple,2,false,5102 ZA 93
25,F,1386,En Couple,0,false,5575 LR 71
35,M,202,Célibataire,0,false,2022 YD 81
27,F,1038,En Couple,2,false,6753 SM 31
46,M,403,En Couple,1,true,7234 XC 78
36,M,540,En Couple,0,false,1170 LE 90
40,F,409,Célibataire,0,false,3025 JR 60
37,F,1195,Célibataire,0,false,3679 RW 77
41,F,192,En Couple,0,false,2937 KF 81
55,M,485,En Couple,?,false,627 RF 19
54,M,1254,En Couple,2,false,1310 NT 45
80,M,203,En Couple,2,false,1095 IA 22
43,M,1167,En Couple,3,false,8444 FE 54
19,F,1381,Marié(e),2,false,6747 GP 66
41,M,415,Célibataire,0,false,2121 OS 92
30,M,742,Célibataire,0,false,3644 AI 87
24,M,523,En Couple,0,false,6390 BX 86
74,F,577,En Couple,3,false,6190 NA 77
36,M,1032,En Couple,1,false,2285 FO 10
81,F,421,En Couple,4,false,5297 OY 47
46,M,1141,Seule,3,false,769 PY 14
21,M,506,Célibataire,0,false,462 QP 20
39,F,519,En Couple,2,false,3554 HW 81
44,M,779,En Couple,1,false,5737 HS 80
68,M,1313,En Couple,1,false,7352 SV 57
27,M,475,En Couple,1,false,1374 RU 64
35,M,186,Célibataire,0,false,8741 TA 96
54,F,946,En Couple,2,true,2917 HH 98
69,M,167,En Couple,3,false,6822 HV 54
75,M,205,En Couple,1,false,7679 FA 94
56,M,534,Célibataire,0,false,4480 AQ 77
39,M,712,En Couple,4,false,5928 LO 56
80,F,542,En Couple,0,true,3140 CE 73
32,M,1063,En Couple,1,false,533 ZH 52
20,M,849,Célibataire,0,false,6525 LK 30
34,M,242,Célibataire,0,false,9301 XT 12
51,M,175,Célibataire,0,false,574 ZP 45
61,M,450,En Couple,1,false,770 IL 59
25,M,164,Seule,3,false,6774 XJ 21
51,M,581,Seule,1,false,4447 ES 68
79,M,520,En Couple,4,true,8557 KV 56
35,F,547,Célibataire,0,false,3816 VB 31
25,M,462,En Couple,1,false,6214 NC 80
22,M,436,Célibataire,0,false,4151 ES 16
19,M,537,En Couple,2,false,3037 AP 66
75,M,1331,Célibataire,0,false,6939 PK 30
22,M,977,Célibataire,0,false,6568 AK 67
19,M,592,En Couple,0,false,3056 AI 41
19,M,551,En Couple,2,false,2600 VF 23
48,F,184,En Couple,0,false,2124 WV 67
20,M,505,En Couple,2,false,8550 HF 53
30,Femme,239,Célibataire,0,false,2685 ED 72
54,M,478,Célibataire,0,false,2680 XM 19
42,M,521,En Couple,1,true,1933 MA 45
26,M,501,En Couple,3,false,5675 BR 70
31,Femme,199,Célibataire,0,false,8464 SW 51
19,F,219,En Couple,1,false,6088 KD 15
23,M,506,En Couple,1,false,627 LP 25
35,M,528,En Couple,0,false,4545 UQ 38
53,M,489,Célibataire,0,false,204 RT 68
46,F,233,Célibataire,0,false,4034 PJ 12
18,M,843,Seule,2,false,9838 BJ 73
48,F,1340,En Couple,0,true,5778 WX 80
21,M,451,Célibataire,0,false,8835 QC 89
19,M,178,En Couple,0,false,6769 ZA 72
57,M,408,En Couple,4,false,4690 EU 48
31,M,846,Seule,2,false,6570 MI 81
50,M,860,En Couple,0,false,9848 UY 40
78,F,1353,Célibataire,0,false,1856 LA 90
72,M,496,En Couple,4,false,8752 HA 85
75,F,590,En Couple,4,false,2754 UM 43
29,M,515,En Couple,0,false,6429 WR 91
47,M,1060,En Couple,2,false,3464 YQ 90
24,M,792,En Couple,0,false,2716 DQ 65
21,M,757,En Couple,4,false,7653 HY 24
29,M,506,En Couple,4,false,9029 QL 55
48,F,438,En Couple,2,false,6309 DT 90
33,M,518,En Couple,2,false,793 WR 12
58,M,524,En Couple,2,false,4702 IJ 60
31,F,496,En Couple,0,true,7938 JV 54
39,M,520,En Couple,3,true,4032 IK 52
34,M,472,En Couple,4,false,4103 WA 39
28,M,1123,En Couple,0,false,2823 GL 71
59,F,852,En Couple,4,false,4727 TV 41
38,M,1181,En Couple,3,true,6405 FV 62
19,M,1133,Célibataire,0,false,683 CB 41
37,F,450,En Couple,1,false,8218 JU 10
28,F,914,En Couple,3,false,950 ZB 82
20,M,582,Célibataire,0,false,6158 AO 52
34,M,532,Seule,3,false,342 FA 46
78,M,468,En Couple,4,false,8531 QE 46
33,M,164,Marié(e),1,false,4626 FU 73
42,M,597,Seule,3,false,6229 AL 13
83,M,421,En Couple,0,false,9483 KX 62
23,M,182,En Couple,0,true,7563 NA 95
61,M,170,Célibataire,0,false,8109 SN 48
29,M,170,Célibataire,0,false,9941 XZ 12
74,F,177,En Couple,2,false,8652 BZ 37
37,M,407,Célibataire,0,false,4125 SQ 94
39,F,421,En Couple,3,false,3465 IJ 52
21,F,187,Seule,3,false,4008 IC 21
58,M,845,En Couple,3,false,4333 MN 96
28,F,485,Célibataire,0,false,5588 FX 41
37,M,453,En Couple,2,false,4570 WI 61
44,F,901,En Couple,4,false,5193 SV 47
33,M,532,En Couple,2,false,4175 PC 65
24,F,958,En Couple,2,false,2474 ZY 56
49,M,552,En Couple,3,false,9826 QA 87
24,F,989,Célibataire,0,false,3971 JT 75
81,F,572,En Couple,3,false,1445 XT 53
20,F,853,Célibataire,0,false,5802 OK 81
47,M,519,En Couple,1,false,4227 LW 31
58,M,424,Célibataire,0,false,7023 BJ 43
30,M,926,Célibataire,0,false,6449 NH 38
33,M,1351,En Couple,0,false,6029 ZX 97
18,F,1216,En Couple,2,false,6239 ET 46
84,Femme,209,En Couple,1,false,1049 FS 28
35,M,1217,En Couple,2,false,3223 LX 93
27,M,547,En Couple,4,false,4431 PZ 92
22,M,401,En Couple,2,true,986 QW 43
64,F,214,Célibataire,0,false,2346 DQ 61
28,M,427,Célibataire,0,false,8232 NU 22
79,M,206,En Couple,4, ,3115 JU 59
43,M,558,Célibataire,0,false,2566 MN 11
51,F,426,En Couple,2,true,4718 TL 88
22,F,209,En Couple,2,false,5110 QH 72
45,M,598,En Couple,3,false,4442 GD 81
28,M,217,Célibataire,0,false,3285 EN 94
43,M,463,En Couple,1,false,4687 PL 77
33,F,847,Célibataire,0,false,6582 NJ 24
56,M,1295,En Couple,1,false,6951 DD 11
71,M,927,En Couple,4,true,7161 YE 76
24,M,551,Seul,0,false,2039 QL 21
79,M,512,En Couple,3,true,9272 IB 85
